"Date","MinDO","Location","TimeStamp"
2014-02-19,13.61,"Upstream2","Before"
2014-02-20,13.5967,"Upstream2","Before"
2014-02-21,12.3467,"Upstream2","Before"
2014-02-22,12.5267,"Upstream2","Before"
2014-02-23,12.8933,"Upstream2","Before"
2014-02-24,12.8867,"Upstream2","Before"
2014-02-25,12.9533,"Upstream2","Before"
2014-02-26,12.0367,"Upstream2","Before"
2014-02-27,11.88,"Upstream2","Before"
2014-02-28,11.7533,"Upstream2","Before"
2014-03-01,11.7133,"Upstream2","Before"
2014-03-02,11.0967,"Upstream2","Before"
2014-03-03,10.9667,"Upstream2","Before"
2014-03-04,11.4933,"Upstream2","Before"
2014-03-05,10.6267,"Upstream2","Before"
2014-03-06,10.5667,"Upstream2","Before"
2014-03-07,11.86,"Upstream2","Before"
2014-03-08,12.2133,"Upstream2","Before"
2014-06-03,8.52667,"Upstream2","Before"
2014-06-04,9.55,"Upstream2","Before"
2014-06-05,9.18667,"Upstream2","Before"
2014-06-06,8.49,"Upstream2","Before"
2014-06-07,8.58,"Upstream2","Before"
2014-06-08,8.57,"Upstream2","Before"
2014-06-09,8.57,"Upstream2","Before"
2014-06-10,6.22333,"Upstream2","Before"
2014-06-11,6.02,"Upstream2","Before"
2014-06-12,6.14333,"Upstream2","Before"
2014-06-13,6.25333,"Upstream2","Before"
2014-06-14,6.47667,"Upstream2","Before"
2014-06-15,6.36667,"Upstream2","Before"
2014-06-16,6.33667,"Upstream2","Before"
2014-06-17,6.03667,"Upstream2","Before"
2014-06-18,5.97,"Upstream2","Before"
2014-06-19,6.10667,"Upstream2","Before"
2014-06-20,5.99,"Upstream2","Before"
2014-06-21,5.84,"Upstream2","Before"
2014-06-22,5.79,"Upstream2","Before"
2014-06-23,5.95333,"Upstream2","Before"
2014-06-24,5.90333,"Upstream2","Before"
2014-06-25,5.77667,"Upstream2","Before"
2014-06-26,5.11667,"Upstream2","Before"
2014-06-27,5.87,"Upstream2","Before"
2014-06-28,6.13667,"Upstream2","Before"
2014-06-29,6.12667,"Upstream2","Before"
2014-06-30,6.01667,"Upstream2","Before"
2014-07-01,5.73,"Upstream2","Before"
2014-07-02,5.53,"Upstream2","Before"
2014-07-03,5.95,"Upstream2","Before"
2014-07-04,5.79667,"Upstream2","Before"
2014-07-05,6.06333,"Upstream2","Before"
2014-07-06,6.17,"Upstream2","Before"
2014-07-07,6.02,"Upstream2","Before"
2014-07-08,5.79,"Upstream2","Before"
2014-07-09,5.62,"Upstream2","Before"
2014-07-10,6.08667,"Upstream2","Before"
2014-07-11,6.07,"Upstream2","Before"
2014-07-12,6.16667,"Upstream2","Before"
2014-07-13,5.87667,"Upstream2","Before"
2014-07-14,5.64,"Upstream2","Before"
2014-07-15,4.95667,"Upstream2","Before"
2014-07-16,5.93333,"Upstream2","Before"
2014-07-17,5.82,"Upstream2","Before"
2014-07-18,5.4,"Upstream2","Before"
2014-07-19,6.43333,"Upstream2","Before"
2014-07-20,6.31333,"Upstream2","Before"
2014-07-21,6.2,"Upstream2","Before"
2014-07-22,6.17,"Upstream2","Before"
2014-07-23,5.74333,"Upstream2","Before"
2014-07-24,5.3,"Upstream2","Before"
2014-07-25,6,"Upstream2","Before"
2014-07-26,6.10667,"Upstream2","Before"
2014-07-27,5.77667,"Upstream2","Before"
2014-07-28,6.43333,"Upstream2","Before"
2014-07-29,6.36667,"Upstream2","Before"
2014-07-30,6.42,"Upstream2","Before"
2014-07-31,6.39,"Upstream2","Before"
2014-08-01,6.63,"Upstream2","Before"
2014-08-02,9.18333,"Upstream2","Before"
2014-08-03,7.79333,"Upstream2","Before"
2014-08-04,8.35333,"Upstream2","Before"
2014-08-05,8.18667,"Upstream2","Before"
2014-08-06,7.03,"Upstream2","Before"
2014-08-07,6.54333,"Upstream2","Before"
2014-08-08,6.64333,"Upstream2","Before"
2014-08-09,6.77667,"Upstream2","Before"
2014-08-10,7.09667,"Upstream2","Before"
2014-08-11,6.97667,"Upstream2","Before"
2014-08-12,6.76333,"Upstream2","Before"
2014-08-13,6.43,"Upstream2","Before"
2014-08-14,6.62,"Upstream2","Before"
2014-08-15,6.51333,"Upstream2","Before"
2014-08-16,6.56667,"Upstream2","Before"
2014-08-17,6.3,"Upstream2","Before"
2014-08-18,6.33,"Upstream2","Before"
2014-08-20,6.71,"Upstream2","Before"
2014-08-21,6.43,"Upstream2","Before"
2014-08-22,6.23667,"Upstream2","Before"
2014-08-23,6.21667,"Upstream2","Before"
2014-08-24,6.39333,"Upstream2","Before"
2014-08-25,6.53,"Upstream2","Before"
2014-08-26,6.59,"Upstream2","Before"
2014-08-27,6.77667,"Upstream2","Before"
2014-08-28,6.67,"Upstream2","Before"
2014-08-29,6.43333,"Upstream2","Before"
2014-08-30,6.58667,"Upstream2","Before"
2014-08-31,6.38667,"Upstream2","Before"
2014-09-01,6.13667,"Upstream2","Before"
2014-09-02,6.15667,"Upstream2","Before"
2014-09-03,5.93333,"Upstream2","Before"
2014-09-04,5.36,"Upstream2","Before"
2014-09-05,6.41333,"Upstream2","Before"
2014-09-06,6.37333,"Upstream2","Before"
2014-09-07,6.23333,"Upstream2","Before"
2014-09-08,6.52333,"Upstream2","Before"
2014-09-09,6.79667,"Upstream2","Before"
2014-09-10,6.63667,"Upstream2","Before"
2014-09-11,6.47333,"Upstream2","Before"
2014-09-12,6.12333,"Upstream2","Before"
2014-09-13,6.43,"Upstream2","Before"
2014-09-14,6.42667,"Upstream2","Before"
2014-09-15,7.04667,"Upstream2","Before"
2014-09-16,6.90667,"Upstream2","Before"
2014-09-17,6.65667,"Upstream2","Before"
2014-09-18,6.72333,"Upstream2","Before"
2014-09-19,6.94333,"Upstream2","Before"
2014-09-20,7.04,"Upstream2","Before"
2014-09-21,6.93667,"Upstream2","Before"
2014-09-22,6.74667,"Upstream2","Before"
2014-09-23,6.98333,"Upstream2","Before"
2014-09-24,7.62667,"Upstream2","Before"
2014-09-25,7.79667,"Upstream2","Before"
2014-09-26,7.66667,"Upstream2","Before"
2014-09-27,7.57667,"Upstream2","Before"
2014-09-28,7.50333,"Upstream2","Before"
2014-09-29,7.4,"Upstream2","Before"
2014-09-30,7.53,"Upstream2","Before"
2014-10-01,7.56,"Upstream2","Before"
2014-10-02,7.46667,"Upstream2","Before"
2014-10-03,7.30333,"Upstream2","Before"
2014-10-04,7.03333,"Upstream2","Before"
2014-10-05,7.22667,"Upstream2","Before"
2014-10-06,7.80333,"Upstream2","Before"
2014-10-07,7.62333,"Upstream2","Before"
2014-10-08,7.57,"Upstream2","Before"
2014-10-09,7.46667,"Upstream2","Before"
2014-10-10,7.60333,"Upstream2","Before"
2014-10-11,7.27333,"Upstream2","Before"
2014-10-12,7.19,"Upstream2","Before"
2014-10-13,7.59,"Upstream2","Before"
2014-10-14,7.44,"Upstream2","Before"
2014-10-15,7.20333,"Upstream2","Before"
2014-10-16,7.43,"Upstream2","Before"
2014-10-17,7.59667,"Upstream2","Before"
2014-10-18,7.6,"Upstream2","Before"
2014-10-19,7.56333,"Upstream2","Before"
2014-10-20,7.78667,"Upstream2","Before"
2014-10-21,7.74667,"Upstream2","Before"
2014-10-22,7.97667,"Upstream2","Before"
2014-10-23,8.23333,"Upstream2","Before"
2014-10-24,8.18667,"Upstream2","Before"
2014-10-25,8.22,"Upstream2","Before"
2014-10-26,8.15667,"Upstream2","Before"
2014-10-27,8.05,"Upstream2","Before"
2014-10-28,8.04333,"Upstream2","Before"
2014-10-29,8.02,"Upstream2","Before"
2014-10-30,7.68333,"Upstream2","Before"
2014-10-31,8.11667,"Upstream2","Before"
2014-11-01,8.17667,"Upstream2","Before"
2014-11-02,8.48333,"Upstream2","Before"
2014-11-03,8.9,"Upstream2","Before"
2014-11-04,8.53667,"Upstream2","Before"
2014-11-05,8.82667,"Upstream2","Before"
2014-11-06,8.36667,"Upstream2","Before"
2014-11-07,8.23333,"Upstream2","Before"
2014-11-08,8.87,"Upstream2","Before"
2014-11-09,8.87333,"Upstream2","Before"
2014-11-10,8.96667,"Upstream2","Before"
2014-11-11,8.81667,"Upstream2","Before"
2014-11-12,8.29667,"Upstream2","Before"
2014-11-13,8.29,"Upstream2","Before"
2014-11-14,9.01333,"Upstream2","Before"
2014-11-15,9.90667,"Upstream2","Before"
2014-11-16,10.0633,"Upstream2","Before"
2014-11-17,9.39333,"Upstream2","Before"
2014-11-18,8.30333,"Upstream2","Before"
2014-11-19,10.2633,"Upstream2","Before"
2014-11-20,10.3267,"Upstream2","Before"
2014-11-21,10.0333,"Upstream2","Before"
2014-11-22,10.94,"Upstream2","Before"
2014-11-23,10.6567,"Upstream2","Before"
2014-11-24,8.86,"Upstream2","Before"
2014-11-25,8.63,"Upstream2","Before"
2014-11-26,9.09,"Upstream2","Before"
2014-11-27,9.82,"Upstream2","Before"
2014-11-28,10.1267,"Upstream2","Before"
2014-11-29,10.67,"Upstream2","Before"
2014-11-30,10.6333,"Upstream2","Before"
2014-12-01,10.0433,"Upstream2","Before"
2014-12-02,10.3733,"Upstream2","Before"
2014-12-03,10.6733,"Upstream2","Before"
2014-12-04,10.67,"Upstream2","Before"
2014-12-05,11.21,"Upstream2","Before"
2014-12-06,10.65,"Upstream2","Before"
2014-12-07,10.54,"Upstream2","Before"
2014-12-08,10.9367,"Upstream2","Before"
2014-12-09,10.7067,"Upstream2","Before"
2014-12-10,10.8867,"Upstream2","Before"
2014-12-11,10.9133,"Upstream2","Before"
2014-12-12,11.1933,"Upstream2","Before"
2014-12-13,11.2233,"Upstream2","Before"
2014-12-14,11.0367,"Upstream2","Before"
2014-12-15,11.0233,"Upstream2","Before"
2014-12-16,11.2733,"Upstream2","Before"
2014-12-17,11.1833,"Upstream2","Before"
2014-12-18,11.24,"Upstream2","Before"
2014-12-19,11.3133,"Upstream2","Before"
2014-12-20,11.37,"Upstream2","Before"
2014-12-21,11.4633,"Upstream2","Before"
2014-12-22,11.4133,"Upstream2","Before"
2014-12-23,11.41,"Upstream2","Before"
2014-12-24,10.82,"Upstream2","Before"
2014-12-25,10.45,"Upstream2","Before"
2014-12-26,10.99,"Upstream2","Before"
2014-12-27,11.2567,"Upstream2","Before"
2014-12-28,11.1267,"Upstream2","Before"
2014-12-29,10.88,"Upstream2","Before"
2014-12-30,10.9733,"Upstream2","Before"
2014-12-31,12.17,"Upstream2","Before"
2015-01-01,12.4233,"Upstream2","Before"
2015-01-02,12.3533,"Upstream2","Before"
2015-02-09,8.78667,"Upstream2","Before"
2015-02-10,11.49,"Upstream2","Before"
2015-02-11,12.08,"Upstream2","Before"
2015-02-12,13.0967,"Upstream2","Before"
2015-02-13,12.7933,"Upstream2","Before"
2015-02-14,12.76,"Upstream2","Before"
2015-02-15,12.54,"Upstream2","Before"
2015-02-16,13.07,"Upstream2","Before"
2015-02-17,13.0733,"Upstream2","Before"
2015-02-18,13.0933,"Upstream2","Before"
2015-02-19,12.8233,"Upstream2","Before"
2015-02-20,13.3467,"Upstream2","Before"
2015-02-21,13.47,"Upstream2","Before"
2015-02-22,13.1567,"Upstream2","Before"
2015-02-23,12.8833,"Upstream2","Before"
2015-02-24,13.1133,"Upstream2","Before"
2015-02-25,13.2767,"Upstream2","Before"
2015-02-26,13.1833,"Upstream2","Before"
2015-02-27,13.4967,"Upstream2","Before"
2015-02-28,13.7133,"Upstream2","Before"
2015-03-01,13.9833,"Upstream2","Before"
2015-03-02,13.7367,"Upstream2","Before"
2015-03-03,13.89,"Upstream2","Before"
2015-03-04,14.1433,"Upstream2","Before"
2015-03-05,13.3767,"Upstream2","Before"
2015-03-06,13.28,"Upstream2","Before"
2015-03-07,13.9933,"Upstream2","Before"
2015-03-08,13.94,"Upstream2","Before"
2015-03-09,13.7867,"Upstream2","Before"
2015-03-10,13.6967,"Upstream2","Before"
2015-03-11,12.1633,"Upstream2","Before"
2015-03-12,12.1933,"Upstream2","Before"
2015-03-13,12.5,"Upstream2","Before"
2015-03-14,11.7,"Upstream2","Before"
2015-03-15,11.4933,"Upstream2","Before"
2015-03-16,11.3733,"Upstream2","Before"
2015-03-17,11.27,"Upstream2","Before"
2015-03-18,10.83,"Upstream2","Before"
2015-03-19,10.5767,"Upstream2","Before"
2015-03-20,11.13,"Upstream2","Before"
2015-03-21,11.0967,"Upstream2","Before"
2015-03-22,10.73,"Upstream2","Before"
2015-03-23,10.8567,"Upstream2","Before"
2015-03-24,11.7933,"Upstream2","Before"
2015-03-25,11.6667,"Upstream2","Before"
2015-03-26,10.9133,"Upstream2","Before"
2015-03-27,11.07,"Upstream2","Before"
2015-03-28,11.04,"Upstream2","Before"
2015-03-29,11.07,"Upstream2","Before"
2015-03-30,11.2133,"Upstream2","Before"
2015-03-31,10.6567,"Upstream2","Before"
2015-04-01,10.4567,"Upstream2","Before"
2015-04-02,10.4367,"Upstream2","Before"
2015-04-03,9.61333,"Upstream2","Before"
2015-04-04,9.33667,"Upstream2","Before"
2015-04-05,9.76333,"Upstream2","Before"
2015-04-06,9.66,"Upstream2","Before"
2015-04-07,9.30333,"Upstream2","Before"
2015-04-08,8.9,"Upstream2","Before"
2015-04-09,7.68667,"Upstream2","Before"
2015-04-10,5.85667,"Upstream2","Before"
2015-04-11,7.31333,"Upstream2","Before"
2015-04-12,7.27,"Upstream2","Before"
2015-04-13,8.31333,"Upstream2","Before"
2015-04-14,8,"Upstream2","Before"
2015-04-15,4.99333,"Upstream2","Before"
2015-04-16,9.48,"Upstream2","Before"
2015-04-17,9.37,"Upstream2","Before"
2015-04-18,9.11,"Upstream2","Before"
2015-04-19,8.82333,"Upstream2","Before"
2015-04-20,7.57,"Upstream2","Before"
2015-04-21,7.81667,"Upstream2","Before"
2015-04-22,9.24667,"Upstream2","Before"
2015-04-23,9.53333,"Upstream2","Before"
2015-04-24,9.19333,"Upstream2","Before"
2015-04-25,8.96,"Upstream2","Before"
2015-04-26,8.96,"Upstream2","Before"
2015-04-27,8.94333,"Upstream2","Before"
2015-04-28,8.75667,"Upstream2","Before"
2015-04-29,8.74333,"Upstream2","Before"
2015-04-30,8.52,"Upstream2","Before"
2015-05-01,8.32667,"Upstream2","Before"
2015-05-02,8.57667,"Upstream2","Before"
2015-05-03,8.33333,"Upstream2","Before"
2015-05-04,8.16,"Upstream2","Before"
2015-05-05,8.36333,"Upstream2","Before"
2015-05-06,8.34,"Upstream2","Before"
2015-05-07,8.04,"Upstream2","Before"
2015-05-08,7.55667,"Upstream2","Before"
2015-05-09,7.24667,"Upstream2","Before"
2015-05-10,7.01667,"Upstream2","Before"
2015-05-11,6.87667,"Upstream2","Before"
2015-05-12,6.78333,"Upstream2","Before"
2015-05-13,6.58333,"Upstream2","Before"
2015-05-14,6.42,"Upstream2","Before"
2015-05-15,5.85,"Upstream2","Before"
2015-05-16,5.63333,"Upstream2","Before"
2015-05-17,5.60333,"Upstream2","Before"
2015-05-18,5.03,"Upstream2","Before"
2015-05-19,4.7,"Upstream2","Before"
2015-05-20,5.10333,"Upstream2","Before"
2015-05-21,5.34667,"Upstream2","Before"
2015-05-22,5.49333,"Upstream2","Before"
2015-05-23,4.93667,"Upstream2","Before"
2015-05-24,4.23333,"Upstream2","Before"
2015-05-25,3.66333,"Upstream2","Before"
2015-05-26,6.86667,"Upstream2","Before"
2015-05-27,6.58333,"Upstream2","Before"
2015-05-28,6.47,"Upstream2","Before"
2015-05-29,6.76333,"Upstream2","Before"
2015-05-30,6.58,"Upstream2","Before"
2015-05-31,6.68,"Upstream2","Before"
2015-06-01,6.5,"Upstream2","Before"
2015-06-02,6.03,"Upstream2","Before"
2015-06-03,6.96667,"Upstream2","Before"
2015-06-04,7.2,"Upstream2","Before"
2015-06-05,7.32,"Upstream2","Before"
2015-06-06,7.17,"Upstream2","Before"
2015-06-07,7.29,"Upstream2","Before"
2015-06-08,7.14667,"Upstream2","Before"
2015-06-09,6.82,"Upstream2","Before"
2015-06-10,6.84,"Upstream2","Before"
2015-06-11,6.53667,"Upstream2","Before"
2015-06-12,6.48667,"Upstream2","Before"
2015-06-13,6.37667,"Upstream2","Before"
2015-06-14,5.99,"Upstream2","Before"
2015-06-15,5.85333,"Upstream2","Before"
2015-06-16,6.01667,"Upstream2","Before"
2015-06-17,6.06333,"Upstream2","Before"
2015-06-18,5.94,"Upstream2","Before"
2015-06-19,5.82667,"Upstream2","Before"
2015-06-20,4.86333,"Upstream2","Before"
2015-06-21,3.27667,"Upstream2","Before"
2015-06-22,3.37333,"Upstream2","Before"
2015-06-23,3.25667,"Upstream2","Before"
2015-06-24,6.07,"Upstream2","Before"
2015-06-25,6.08667,"Upstream2","Before"
2015-06-26,5.89333,"Upstream2","Before"
2015-06-27,5.14667,"Upstream2","Before"
2015-06-28,4.96333,"Upstream2","Before"
2015-06-29,5.89667,"Upstream2","Before"
2015-06-30,6.02,"Upstream2","Before"
2015-07-01,5.78333,"Upstream2","Before"
2017-09-19,7.04667,"Upstream2","Before"
2017-09-20,6.69333,"Upstream2","Before"
2013-12-14,11.16,"Impoundment1","Before"
2013-12-15,10.6033,"Impoundment1","Before"
2013-12-16,10.4067,"Impoundment1","Before"
2013-12-17,10.6933,"Impoundment1","Before"
2013-12-18,10.5067,"Impoundment1","Before"
2013-12-19,10.86,"Impoundment1","Before"
2013-12-20,10.8567,"Impoundment1","Before"
2013-12-21,10.1567,"Impoundment1","Before"
2013-12-22,9.25333,"Impoundment1","Before"
2013-12-23,8.54,"Impoundment1","Before"
2013-12-24,8.48,"Impoundment1","Before"
2013-12-25,9.50667,"Impoundment1","Before"
2013-12-26,10.92,"Impoundment1","Before"
2013-12-27,10.85,"Impoundment1","Before"
2013-12-28,10.9833,"Impoundment1","Before"
2013-12-29,9.47,"Impoundment1","Before"
2013-12-30,0,"Impoundment1","Before"
2013-12-31,0.01,"Impoundment1","Before"
2014-01-01,0.166667,"Impoundment1","Before"
2014-01-02,11.2,"Impoundment1","Before"
2014-01-03,9.69,"Impoundment1","Before"
2014-01-04,10.17,"Impoundment1","Before"
2014-01-05,5.41667,"Impoundment1","Before"
2014-01-06,5.21333,"Impoundment1","Before"
2014-01-07,0.206667,"Impoundment1","Before"
2014-01-26,12.27,"Impoundment1","Before"
2014-01-27,11.7733,"Impoundment1","Before"
2014-01-28,11.4433,"Impoundment1","Before"
2014-01-29,12.36,"Impoundment1","Before"
2014-01-30,12.6833,"Impoundment1","Before"
2014-01-31,12.6233,"Impoundment1","Before"
2014-02-01,12.2767,"Impoundment1","Before"
2014-02-02,11.75,"Impoundment1","Before"
2014-02-03,11.0833,"Impoundment1","Before"
2014-02-04,11.1033,"Impoundment1","Before"
2014-02-05,11.4667,"Impoundment1","Before"
2014-02-06,11.59,"Impoundment1","Before"
2014-02-07,11.8633,"Impoundment1","Before"
2014-02-08,11.16,"Impoundment1","Before"
2014-02-09,11.4533,"Impoundment1","Before"
2014-02-10,11.6167,"Impoundment1","Before"
2014-02-11,12.08,"Impoundment1","Before"
2014-02-12,12.3667,"Impoundment1","Before"
2014-02-13,12.52,"Impoundment1","Before"
2014-02-14,11.76,"Impoundment1","Before"
2014-02-15,11.77,"Impoundment1","Before"
2014-02-16,10.9167,"Impoundment1","Before"
2014-02-17,11.2233,"Impoundment1","Before"
2014-02-18,12.42,"Impoundment1","Before"
2014-02-19,12.89,"Impoundment1","Before"
2014-02-20,10.76,"Impoundment1","Before"
2014-02-21,0.51,"Impoundment1","Before"
2014-02-22,0,"Impoundment1","Before"
2014-02-25,0.00666667,"Impoundment1","Before"
2014-02-27,0.0166667,"Impoundment1","Before"
2014-02-28,0.01,"Impoundment1","Before"
2014-03-11,0.166667,"Impoundment1","Before"
2014-03-12,0.02,"Impoundment1","Before"
2014-03-13,0.0233333,"Impoundment1","Before"
2014-03-15,0.213333,"Impoundment1","Before"
2014-03-16,0.896667,"Impoundment1","Before"
2014-03-17,0.69,"Impoundment1","Before"
2014-03-18,1.26333,"Impoundment1","Before"
2014-03-19,0.00666667,"Impoundment1","Before"
2014-03-20,0.00666667,"Impoundment1","Before"
2014-06-03,8.45,"Impoundment1","Before"
2014-06-04,9.54667,"Impoundment1","Before"
2014-06-05,9.15333,"Impoundment1","Before"
2014-06-06,8.49,"Impoundment1","Before"
2014-06-07,8.59333,"Impoundment1","Before"
2014-06-08,8.58333,"Impoundment1","Before"
2014-06-09,8.57667,"Impoundment1","Before"
2014-06-10,5.87333,"Impoundment1","Before"
2014-06-11,4.99667,"Impoundment1","Before"
2014-06-12,5.64,"Impoundment1","Before"
2014-06-13,5.72,"Impoundment1","Before"
2014-06-14,5.95333,"Impoundment1","Before"
2014-06-15,5.96667,"Impoundment1","Before"
2014-06-16,5.52,"Impoundment1","Before"
2014-06-17,5.53333,"Impoundment1","Before"
2014-06-18,5.36333,"Impoundment1","Before"
2014-06-19,5.82,"Impoundment1","Before"
2014-06-20,5.75,"Impoundment1","Before"
2014-06-21,5.51333,"Impoundment1","Before"
2014-06-22,5.41667,"Impoundment1","Before"
2014-06-23,5.73,"Impoundment1","Before"
2014-06-24,5.38667,"Impoundment1","Before"
2014-06-25,5.60333,"Impoundment1","Before"
2014-06-26,4.46,"Impoundment1","Before"
2014-06-27,5.7,"Impoundment1","Before"
2014-06-28,5.83667,"Impoundment1","Before"
2014-06-29,5.43333,"Impoundment1","Before"
2014-06-30,4.85,"Impoundment1","Before"
2014-07-01,3.58,"Impoundment1","Before"
2014-07-02,2.35333,"Impoundment1","Before"
2014-07-03,5.59,"Impoundment1","Before"
2014-07-04,5.68,"Impoundment1","Before"
2014-07-05,5.78667,"Impoundment1","Before"
2014-07-06,5.83,"Impoundment1","Before"
2014-07-07,4.25,"Impoundment1","Before"
2014-07-08,1.45,"Impoundment1","Before"
2014-07-09,1.52333,"Impoundment1","Before"
2014-07-10,5.03667,"Impoundment1","Before"
2014-07-11,4.81667,"Impoundment1","Before"
2014-07-12,4.73667,"Impoundment1","Before"
2014-07-13,3.68667,"Impoundment1","Before"
2014-07-14,2.33,"Impoundment1","Before"
2014-07-15,0.826667,"Impoundment1","Before"
2014-07-16,0,"Impoundment1","Before"
2014-07-17,0,"Impoundment1","Before"
2014-07-18,6.95667,"Impoundment1","Before"
2014-07-19,6.15667,"Impoundment1","Before"
2014-07-20,6.11333,"Impoundment1","Before"
2014-07-21,6.04333,"Impoundment1","Before"
2014-07-22,6.07667,"Impoundment1","Before"
2014-07-23,5.94,"Impoundment1","Before"
2014-07-24,5.13333,"Impoundment1","Before"
2014-07-25,3.95667,"Impoundment1","Before"
2014-07-26,1.43,"Impoundment1","Before"
2014-07-27,1.31667,"Impoundment1","Before"
2014-07-28,6.01333,"Impoundment1","Before"
2014-07-29,5.87333,"Impoundment1","Before"
2014-07-30,5.87333,"Impoundment1","Before"
2014-07-31,5.18,"Impoundment1","Before"
2014-08-01,4.54333,"Impoundment1","Before"
2014-08-02,4.22333,"Impoundment1","Before"
2014-08-03,4.63667,"Impoundment1","Before"
2014-08-04,5.49667,"Impoundment1","Before"
2014-08-05,4.77667,"Impoundment1","Before"
2014-08-06,2.41,"Impoundment1","Before"
2014-08-07,6.17333,"Impoundment1","Before"
2014-08-08,6.21333,"Impoundment1","Before"
2014-08-09,6.35333,"Impoundment1","Before"
2014-08-10,6.68333,"Impoundment1","Before"
2014-08-11,6.29,"Impoundment1","Before"
2014-08-12,5.82667,"Impoundment1","Before"
2014-08-13,6.17333,"Impoundment1","Before"
2014-08-14,6.47333,"Impoundment1","Before"
2014-08-15,4.08333,"Impoundment1","Before"
2014-08-16,1.73333,"Impoundment1","Before"
2014-08-17,2.98667,"Impoundment1","Before"
2014-08-18,2.72,"Impoundment1","Before"
2014-08-20,6.37,"Impoundment1","Before"
2014-08-21,5.97333,"Impoundment1","Before"
2014-08-22,5.59667,"Impoundment1","Before"
2014-08-23,5.43667,"Impoundment1","Before"
2014-08-24,5.74333,"Impoundment1","Before"
2014-08-25,6.09667,"Impoundment1","Before"
2014-08-26,6.24333,"Impoundment1","Before"
2014-08-27,6.39667,"Impoundment1","Before"
2014-08-28,6.17333,"Impoundment1","Before"
2014-08-29,5.76667,"Impoundment1","Before"
2014-08-30,5.45,"Impoundment1","Before"
2014-08-31,3.15667,"Impoundment1","Before"
2014-09-01,1.38667,"Impoundment1","Before"
2014-09-02,0.846667,"Impoundment1","Before"
2014-09-03,0.81,"Impoundment1","Before"
2014-09-04,0.26,"Impoundment1","Before"
2014-09-05,2.52667,"Impoundment1","Before"
2014-09-06,0.87,"Impoundment1","Before"
2014-09-07,0.306667,"Impoundment1","Before"
2014-09-08,0.396667,"Impoundment1","Before"
2014-09-09,0,"Impoundment1","Before"
2014-09-12,6.055,"Impoundment1","Before"
2014-09-13,5.95333,"Impoundment1","Before"
2014-09-14,1.56333,"Impoundment1","Before"
2014-09-15,1.38667,"Impoundment1","Before"
2014-09-16,0.603333,"Impoundment1","Before"
2014-09-17,0.0733333,"Impoundment1","Before"
2014-09-18,0,"Impoundment1","Before"
2014-09-19,6.56,"Impoundment1","Before"
2014-09-20,6.68667,"Impoundment1","Before"
2014-09-21,6.52,"Impoundment1","Before"
2014-09-22,6.28333,"Impoundment1","Before"
2014-09-23,6.61667,"Impoundment1","Before"
2014-09-24,7.4,"Impoundment1","Before"
2014-09-25,7.79,"Impoundment1","Before"
2014-09-26,7.44,"Impoundment1","Before"
2014-09-27,7.31333,"Impoundment1","Before"
2014-09-28,7.20333,"Impoundment1","Before"
2014-09-29,7.02667,"Impoundment1","Before"
2014-09-30,7.22,"Impoundment1","Before"
2014-10-01,7.29333,"Impoundment1","Before"
2014-10-02,7.20333,"Impoundment1","Before"
2014-10-03,6.98,"Impoundment1","Before"
2014-10-04,6.7,"Impoundment1","Before"
2014-10-05,6.88,"Impoundment1","Before"
2014-10-06,7.63,"Impoundment1","Before"
2014-10-07,7.32333,"Impoundment1","Before"
2014-10-08,7.36333,"Impoundment1","Before"
2014-10-09,7.22667,"Impoundment1","Before"
2014-10-10,7.34,"Impoundment1","Before"
2014-10-11,6.77,"Impoundment1","Before"
2014-10-12,6.72667,"Impoundment1","Before"
2014-10-13,7.17667,"Impoundment1","Before"
2014-10-14,7.10333,"Impoundment1","Before"
2014-10-15,6.66667,"Impoundment1","Before"
2014-10-16,7.20667,"Impoundment1","Before"
2014-10-17,7.41,"Impoundment1","Before"
2014-10-18,7.45333,"Impoundment1","Before"
2014-10-19,7.39333,"Impoundment1","Before"
2014-10-20,7.79,"Impoundment1","Before"
2014-10-21,7.47667,"Impoundment1","Before"
2014-10-22,7.81,"Impoundment1","Before"
2014-10-23,8.04667,"Impoundment1","Before"
2014-10-24,8.05333,"Impoundment1","Before"
2014-10-25,7.97667,"Impoundment1","Before"
2014-10-26,7.95,"Impoundment1","Before"
2014-10-27,7.81333,"Impoundment1","Before"
2014-10-28,7.91667,"Impoundment1","Before"
2014-10-29,7.79667,"Impoundment1","Before"
2014-10-30,7.48333,"Impoundment1","Before"
2014-10-31,7.79667,"Impoundment1","Before"
2014-11-01,8.00667,"Impoundment1","Before"
2014-11-02,8.30667,"Impoundment1","Before"
2014-11-03,8.88667,"Impoundment1","Before"
2014-11-04,8.72,"Impoundment1","Before"
2014-11-05,8.67333,"Impoundment1","Before"
2014-11-06,8.18333,"Impoundment1","Before"
2014-11-07,7.86,"Impoundment1","Before"
2014-11-08,8.37,"Impoundment1","Before"
2014-11-09,8.80333,"Impoundment1","Before"
2014-11-10,8.83667,"Impoundment1","Before"
2014-11-11,8.74,"Impoundment1","Before"
2014-11-12,8.18333,"Impoundment1","Before"
2014-11-13,8.04,"Impoundment1","Before"
2014-11-14,8.67667,"Impoundment1","Before"
2014-11-15,9.60667,"Impoundment1","Before"
2014-11-16,10.2567,"Impoundment1","Before"
2014-11-17,9.52333,"Impoundment1","Before"
2014-11-18,8.43667,"Impoundment1","Before"
